Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
BOJA,"Bojangles&#39;, Inc.",16.04,$602.28M,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/boja
BOKF,BOK Financial Corporation,87.29,$5.71B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bokf
BOKFL,BOK Financial Corporation,24.09,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bokfl
BNSO,"Bonso Electronics International, Inc.",2.4,$11.31M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bnso
BKNG,Booking Holdings Inc.,1906.28,$88.32B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bkng
BRQS,"Borqs Technologies, Inc. ",2.65,$82.95M,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/brqs
BOMN,Boston Omaha Corporation,28.39,$626.39M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/bomn
BPFH,"Boston Private Financial Holdings, Inc.",13.1,$1.11B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpfh
BPFHW,"Boston Private Financial Holdings, Inc.",7.78,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpfhw
EPAY,"Bottomline Technologies, Inc.",52.2,$2.24B,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/epay
BOXL,Boxlight Corporation,3.35,$33.69M,2017,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/boxl
BCLI,Brainstorm Cell Therapeutics Inc.,3.05,$63.16M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bcli
BVNSC,Brandes Investment Trust,100.04,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bvnsc
BDGE,"Bridge Bancorp, Inc.",29.94,$592.37M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bdge
BLIN          ,"Bridgeline Digital, Inc.",0.3615,$2.05M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/blin
BWB,"Bridgewater Bancshares, Inc.",11.55,$347.24M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bwb
BRID,Bridgford Foods Corporation,19.94,$180.99M,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/brid
BCOV,Brightcove Inc.,7.38,$269.25M,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/bcov
BHF,"Brighthouse Financial, Inc.",41.03,$4.87B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhf
BHFAL,"Brighthouse Financial, Inc.",24.899,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/bhfal
AVGO,Broadcom Inc.,223.63,$92.46B,2009,Technology,Semiconductors,https://www.nasdaq.com/symbol/avgo
BVSN,"BroadVision, Inc.",1.65,$8.25M,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bvsn
BYFC,Broadway Financial Corporation,1.34,$36.74M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/byfc
BWEN,"Broadwind Energy, Inc.",1.81,$28.27M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/bwen
BPY,Brookfield Property Partners L.P.,19.19,$7.68B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/bpy
BPR,Brookfield Property REIT Inc.,19.16,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bpr
BPRAP,Brookfield Property REIT Inc.,24.76,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bprap
BRKL,"Brookline Bancorp, Inc.",14.78,$1.19B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/brkl
BRKS,"Brooks Automation, Inc.",28.59,$2.02B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/brks
DOOO,BRP Inc.,37.52,$1.61B,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/dooo
BRKR,Bruker Corporation,32.86,$5.14B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/brkr
BMTC,Bryn Mawr Bank Corporation,39.81,$805.97M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmtc
BLMT,"BSB Bancorp, Inc.",28.35,$276.46M,2011,Finance,Major Banks,https://www.nasdaq.com/symbol/blmt
BSQR,BSQUARE Corporation,2.16,$27.46M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bsqr
BLDR,"Builders FirstSource, Inc.",12.63,$1.45B,2005,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/bldr
BFST,"Business First Bancshares, Inc.",25.66,$295.94M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bfst
CFFI,C&F Financial Corporation,53.6,$187.78M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cffi
CHRW,"C.H. Robinson Worldwide, Inc.",88.15,$12.12B,1997,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/chrw
CCMP,Cabot Microelectronics Corporation,101.08,$2.58B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/ccmp
CDNS,"Cadence Design Systems, Inc.",44.82,$12.65B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cdns
CDZI,"Cadiz, Inc.",11,$269.69M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cdzi
CZR,Caesars Entertainment Corporation,8.18,$5.48B,2012,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/czr
CSTE,Caesarstone Ltd.,14.64,$502.86M,2012,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cste
CLBS,"Caladrius Biosciences, Inc.",5.13,$50.49M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/clbs
CHY,Calamos Convertible and High Income Fund,10.86,$792.87M,2003,n/a,n/a,https://www.nasdaq.com/symbol/chy
CHI,Calamos Convertible Opportunities and Income Fund,10.21,$722.42M,2002,n/a,n/a,https://www.nasdaq.com/symbol/chi
CCD,Calamos Dynamic Convertible & Income Fund,19.17,$467.45M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ccd
CHW,Calamos Global Dynamic Income Fund,7.65,$451.7M,2007,n/a,n/a,https://www.nasdaq.com/symbol/chw
CGO,Calamos Global Total Return Fund,12.36,$104.93M,2005,n/a,n/a,https://www.nasdaq.com/symbol/cgo
CSQ,Calamos Strategic Total Return Fund,12.18,$1.88B,2004,n/a,n/a,https://www.nasdaq.com/symbol/csq
CAMP,CalAmp Corp.,19.08,$663.24M,1983,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/camp
CVGW,"Calavo Growers, Inc.",97.96,$1.72B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/cvgw
CALA,"Calithera Biosciences, Inc.",5.04,$192.15M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cala
CALM,"Cal-Maine Foods, Inc.",49.74,$2.42B,1996,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/calm
CLMT,"Calumet Specialty Products Partners, L.P.",3.65,$281.41M,2006,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/clmt
CRUSC,Calvert Management Series,100.02,$100.02M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/crusc
CLXT,"Calyxt, Inc.",11.45,$370.37M,2017,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/clxt
ABCD,"Cambium Learning Group, Inc.",14.42,$681.45M,n/a,Consumer Services,Publishing,https://www.nasdaq.com/symbol/abcd
CATC,Cambridge Bancorp,86.48,$354.94M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/catc
CAC,Camden National Corporation,41.63,$648.44M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cac
CAMT,Camtek Ltd.,7.97,$290.38M,2000,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/camt
CSIQ,Canadian Solar Inc.,13.86,$811.94M,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/csiq
CGIX,"Cancer Genetics, Inc.",0.5681,$15.76M,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cgix
CPHC,Canterbury Park Holding Corporation,14.75,$66.32M,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/cphc
CBNK,"Capital Bancorp, Inc.",12.51,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/cbnk
CCBG,Capital City Bank Group,24.95,$425.61M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccbg
CPLP,Capital Product Partners L.P.,2.7,$343.57M,2007,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/cplp
CSWC,Capital Southwest Corporation,19.35,$315.27M,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/cswc
CSWCL,Capital Southwest Corporation,25.7307,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/cswcl
CPTA,Capitala Finance Corp.,8.01,$128.17M,2013,n/a,n/a,https://www.nasdaq.com/symbol/cpta
CPTAG,Capitala Finance Corp.,24.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cptag
CPTAL,Capitala Finance Corp.,25.0183,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cptal
CFFN,"Capitol Federal Financial, Inc.",12.75,$1.8B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cffn
CAPR,"Capricor Therapeutics, Inc.",0.9307,$28.62M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/capr
CSTR,"CapStar Financial Holdings, Inc.",16.03,$192.09M,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/cstr
CPST,Capstone Turbine Corporation,0.83,$56.78M,2000,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cpst
CARA,"Cara Therapeutics, Inc.",18.92,$746.33M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cara
CBLK,"Carbon Black, Inc.",15.89,$1.08B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cblk
CARB,"Carbonite, Inc.",27.56,$952.42M,2011,Technology,EDP Services,https://www.nasdaq.com/symbol/carb
CSII,"Cardiovascular Systems, Inc.",30.15,$1.05B,1981,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/csii
CDLX,"Cardlytics, Inc.",18.28,$389.31M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cdlx
CATM,Cardtronics plc,32.54,$1.5B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/catm
CDNA,"CareDx, Inc.",27.53,$1.07B,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cdna
CECO,Career Education Corporation,12.8,$892.94M,1998,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceco
CTRE,"CareTrust REIT, Inc.",19.53,$1.58B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ctre
CARG,"CarGurus, Inc.",40.91,$4.5B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/carg
CARO,Carolina Financial Corporation,33.43,$754.52M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/caro
CART,"Carolina Trust BancShares, Inc.",8.02,$57.4M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cart
CRZO,"Carrizo Oil & Gas, Inc.",18.57,$1.7B,1997,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/crzo
TAST,"Carrols Restaurant Group, Inc.",11.39,$416.18M,2006,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tast
CARV,"Carver Bancorp, Inc.",4.13,$14.58M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/carv
CASM,"CAS Medical Systems, Inc.",1.89,$54.54M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/casm
CASA,"Casa Systems, Inc.",15.14,$1.25B,2017,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/casa
CWST,"Casella Waste Systems, Inc.",31.56,$1.35B,1997,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/cwst
CASY,"Caseys General Stores, Inc.",129.8,$4.75B,1983,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/casy
CASI,"CASI Pharmaceuticals, Inc.",3.22,$278.82M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/casi
CASS,"Cass Information Systems, Inc",66.46,$817.09M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cass
CATB,"Catabasis Pharmaceuticals, Inc.",0.645,$45.82M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/catb
CBIO,"Catalyst Biosciences, Inc. ",10.69,$127.67M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbio
CPRX,"Catalyst Pharmaceuticals, Inc.",2.77,$284.59M,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cprx
CATS,"Catasys, Inc.",9.44,$150.22M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/cats
CATY,Cathay General Bancorp,38.27,$3.1B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/caty
CATYW,Cathay General Bancorp,22.37,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/catyw
CGVIC,Causeway ETMF Trust,100.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cgvic
CIVEC,Causeway ETMF Trust,100.12,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/civec
CVCO,"Cavco Industries, Inc.",157.02,$1.42B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/cvco
CBFV,"CB Financial Services, Inc.",27.2,$147.27M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbfv
CBAK,"CBAK Energy Technology, Inc.",0.6,$15.99M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cbak
CBMB,"CBM Bancorp, Inc.",12.6499,n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cbmb
CBOE,"Cboe Global Markets, Inc.",107.6,$12.03B,2010,n/a,n/a,https://www.nasdaq.com/symbol/cboe
CBTX,"CBTX, Inc.",33.16,$860.89M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/cbtx
CDK,"CDK Global, Inc.",49.79,$6.41B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/cdk
CDTI,"CDTI Advanced Materials, Inc.",1.41,$1.15M,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/cdti
CDW,CDW Corporation,89.19,$13.38B,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cdw
CECE,CECO Environmental Corp.,7.79,$272.26M,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/cece
CELC,Celcuity Inc.,27.72,$280.51M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/celc
CELG,Celgene Corporation,71.02,$49.66B,1987,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celg
CELGZ,Celgene Corporation,0.95,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/celgz
CLDX,"Celldex Therapeutics, Inc.",0.336,$57.95M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/cldx
APOP,Cellect Biotechnology Ltd.,4.5673,$29.73M,2016,n/a,n/a,https://www.nasdaq.com/symbol/apop
APOPW,Cellect Biotechnology Ltd.,1.875,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/apopw
CLRB,"Cellectar Biosciences, Inc.",2.52,$9.57M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrb
CLRBW,"Cellectar Biosciences, Inc.",0.0746,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbw
CLRBZ,"Cellectar Biosciences, Inc.",0.1395,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clrbz
CLLS,Cellectis S.A.,25.8,$1.09B,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/clls
CBMG,"Cellular Biomedicine Group, Inc.",16.68,$306.85M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbmg
CLSN,Celsion Corporation,2.1,$37.61M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsn
CELH,"Celsius Holdings, Inc.",4.07,$208.07M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/celh
CYAD,Celyad SA,27.85,$332.59M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyad
CETX,Cemtrex Inc.,1.27,$16.38M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetx
CETXP,Cemtrex Inc.,3.5,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxp
CETXW,Cemtrex Inc.,0.05,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cetxw
CDEV,"Centennial Resource Development, Inc.",17.09,$4.72B,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/cdev
CSFL,CenterState Bank Corporation,24.55,$2.07B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/csfl
CETV,Central European Media Enterprises Ltd.,3.38,$854.65M,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cetv
CFBK,Central Federal Corporation,13.266,$56.4M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbk
CENT,Central Garden & Pet Company,31.92,$1.83B,1993,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cent
CENTA,Central Garden & Pet Company,29.27,$1.67B,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/centa
CVCY,Central Valley Community Bancorp,19.95,$275.02M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvcy
CTRC,Centric Brands Inc.,5.5,$320.85M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctrc
CENX,Century Aluminum Company,8.68,$760.65M,1996,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/cenx
CNBKA,"Century Bancorp, Inc.",80.77,$449.72M,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/cnbka
CNTY,"Century Casinos, Inc.",6.99,$205.78M,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/cnty
CRNT,Ceragon Networks Ltd.,4.65,$364.42M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/crnt
CERC,Cerecor Inc.,4,$162.72M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cerc
CERN,Cerner Corporation,56.76,$18.7B,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/cern
CERS,Cerus Corporation,5.27,$715.08M,1997,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cers
KOOL,Cesca Therapeutics Inc.,0.272,$5.62M,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kool
CEVA,"CEVA, Inc.",25.44,$560.48M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/ceva
CSBR,"Champions Oncology, Inc.",12.99,$145.03M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/csbr
CYOU,Changyou.com Limited,16.76,$883.56M,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyou
BURG,"Chanticleer Holdings, Inc.",2.36,$8.75M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/burg
CTHR,Charles & Colvard Ltd.,0.9167,$19.8M,1997,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/cthr
GTLS,"Chart Industries, Inc.",67.67,$2.11B,2006,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gtls
CHTR,"Charter Communications, Inc.",323.35,$74.02B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/chtr
CTAC,ChaSerg Technology Acquisition Corp.,9.6,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctac
CTACU,ChaSerg Technology Acquisition Corp.,10.02,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctacu
CTACW,ChaSerg Technology Acquisition Corp.,1,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ctacw
CHKP,Check Point Software Technologies Ltd.,110.78,$17.62B,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/chkp
CHEK,Check-Cap Ltd.,3.7,$19.72M,2015,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chek
CHEKW,Check-Cap Ltd.,0.0825,n/a,2015,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chekw
CHEKZ,Check-Cap Ltd.,0.6,n/a,n/a,Health Care,Medical Electronics,https://www.nasdaq.com/symbol/chekz
CKPT,"Checkpoint Therapeutics, Inc.",2.13,$68.39M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ckpt
CEMI,"Chembio Diagnostics, Inc.",6.53,$92.55M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cemi
CHFC,Chemical Financial Corporation,46.19,$3.3B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chfc
CCXI,"ChemoCentryx, Inc.",9.36,$472.92M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ccxi
CHMG,Chemung Financial Corp,43.35,$208.25M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/chmg
CHKE,Cherokee Inc.,0.65,$9.13M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/chke
CHFS,"CHF Solutions, Inc.",1.08,$7.64M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/chfs
CHMA,"Chiasma, Inc.",3.97,$96.99M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/chma
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",8.8923,$102.63M,2017,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/csse
CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",25.37,n/a,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/cssep
PLCE,"Children&#39;s Place, Inc. (The)",143.13,$2.35B,1997,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/plce
CMRX,"Chimerix, Inc.",3.2,$162.32M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cmrx
CADC,"China Advanced Construction Materials Group, Inc.",2.95,$16.47M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/cadc
CAAS,"China Automotive Systems, Inc.",2.17,$70.17M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/caas
CBPO,"China Biologic Products Holdings, Inc.",70.06,$2.76B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cbpo
CCCL,"China Ceramics Co., Ltd.",1.95,$9.07M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cccl
GLG,"China Commercial Credit, Inc.",0.528,$12.99M,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/glg
CCRC,"China Customer Relations Centers, Inc.",11.09,$203.28M,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ccrc
JRJC,China Finance Online Co. Limited,1.7,$40.15M,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/jrjc
HGSH,"China HGS Real Estate, Inc.",1.33,$59.92M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/hgsh
CIFS,China Internet Nationwide Financial Services Inc.,1.83,$40.47M,2017,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/cifs
CJJD,"China Jo-Jo Drugstores, Inc.",1.97,$57.01M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cjjd
CLDC,China Lending Corporation,0.96,$22.81M,2014,Finance,Diversified Financial Services,https://www.nasdaq.com/symbol/cldc
CHNR,"China Natural Resources, Inc.",1.7299,$43.09M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/chnr
CREG,China Recycling Energy Corporation,1.15,$11.84M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/creg
CNTF,China TechFaith Wireless Communication Technology Limited,1.78,$18.84M,2005,n/a,n/a,https://www.nasdaq.com/symbol/cntf
CXDC,China XD Plastics Company Limited,2.239,$112.59M,n/a,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/cxdc
CCIH,ChinaCache International Holdings Ltd.,1.2066,$32.15M,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/ccih
CNET,"ChinaNet Online Holdings, Inc.",1.9,$30.65M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/cnet
IMOS,ChipMOS TECHNOLOGIES INC.,16.98,$613.67M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/imos
CDXC,ChromaDex Corporation,3.45,$190.1M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cdxc
CHSCL,CHS Inc,26.83,n/a,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscl
CHSCM,CHS Inc,25.38,$482.22M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscm
CHSCN,CHS Inc,25.8933,$435.01M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscn
CHSCO,CHS Inc,27.2476,$308.42M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chsco
CHSCP,CHS Inc,27.82,$201.2M,n/a,Consumer Services,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/chscp
CHDN,"Churchill Downs, Incorporated",260.31,$3.53B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/chdn
CHUY,"Chuy&#39;s Holdings, Inc.",21.26,$360.37M,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/chuy
CDTX,"Cidara Therapeutics, Inc.",4.06,$112.38M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cdtx
CMCT,CIM Commercial Trust Corporation,17.49,$765.98M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmct
CMCTP,CIM Commercial Trust Corporation,27,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cmctp
CMPR,Cimpress N.V,116.26,$3.59B,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/cmpr
CINF,Cincinnati Financial Corporation,80.27,$13.06B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cinf
CIDM,Cinedigm Corp,0.852,$29.88M,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/cidm
CTAS,Cintas Corporation,176.83,$18.9B,1983,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ctas
