Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MNTX,"Manitex International, Inc.",8.14,$159.72M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",16.75,$39.89M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,1.84,$293.66M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,58.59,$2.33B,2002,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant
MARA,"Marathon Patent Group, Inc.",0.702,$17.91M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara
MCHX,"Marchex, Inc.",2.94,$122.84M,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx
MRIN,Marin Software Incorporated,2.71,$15.68M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin
MARPS,Marine Petroleum Trust,3.16,$6.32M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps
MRNS,"Marinus Pharmaceuticals, Inc.",4.795,$194.32M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns
MRKR,"Marker Therapeutics, Inc.",6.94,$314.58M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrkr
MKTX,"MarketAxess Holdings, Inc.",207.4,$7.8B,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx
MRLN,Marlin Business Services Corp.,25.26,$313.24M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln
MAR,Marriott International,115.07,$39.25B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar
MBII,"Marrone Bio Innovations, Inc.",1.45,$160.35M,2013,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",19.59,$1.07B,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,11.92,$465.31M,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,15.79,$10.4B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,111.15,$5.89B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi
MTCH,"Match Group, Inc.",40.95,$11.38B,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
MTLS,Materialise NV,13.77,$651.67M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
MTRX,Matrix Service Company,20.99,$567.15M,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",13.54,$4.67B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat
MATW,Matthews International Corporation,42.51,$1.36B,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
MXIM,"Maxim Integrated Products, Inc.",51.31,$14.22B,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",2.61,$119.72M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mxwl
MZOR,Mazor Robotics Ltd.,58.29,$1.55B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mzor
MBFI,MB Financial Inc.,45.35,$3.82B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfi
MBFIO,MB Financial Inc.,24.705,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfio
MCFT,"MCBC Holdings, Inc.",28.04,$524.95M,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft
MGRC,McGrath RentCorp,52.37,$1.27B,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,2.77,$138.32M,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/mdca
MFIN,Medallion Financial Corp.,6.76,$165.21M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,25.6,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl
MTBC,"Medical Transcription Billing, Corp.",5.21,$61.63M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc
MTBCP,"Medical Transcription Billing, Corp.",26.19,$24.34M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp
MNOV,"MediciNova, Inc.",9.54,$399.55M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",70.12,$4.29B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
MDGS,Medigus Ltd.,3.14,$11.92M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs
MDGSW,Medigus Ltd.,0.7,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgsw
MDWD,MediWound Ltd.,5.68,$154.38M,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd
MEDP,"Medpace Holdings, Inc.",57.94,$2.06B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp
MEIP,"MEI Pharma, Inc.",3.08,$219.07M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip
MGTX,MeiraGTx Holdings plc,12.92,$351.22M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mgtx
MLCO,Melco Resorts & Entertainment Limited,15.52,$7.6B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco
MLNT,"Melinta Therapeutics, Inc.",2.62,$146.77M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt
MLNX,"Mellanox Technologies, Ltd.",91.31,$4.89B,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
MELR,"Melrose Bancorp, Inc.",19.2501,$50.02M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/melr
MNLO,Menlo Therapeutics Inc.,6.9,$158.55M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo
MTSL,MER Telemanagement Solutions Ltd.,1.77,$5.83M,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",322,$14.56B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli
AMTB,Mercantil Bank Holding Corporation,19,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb
AMTBB,Mercantil Bank Holding Corporation,17.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtbb
MBWM,Mercantile Bank Corporation,32.16,$534.19M,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,13.08,$852.84M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
MBIN,Merchants Bancorp,23.12,$663.41M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin
MRCY,Mercury Systems Inc,48.65,$2.35B,1998,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy
EBSB,"Meridian Bancorp, Inc.",15.95,$865.02M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb
VIVO,Meridian Bioscience Inc.,19.52,$827.56M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo
MRBK,Meridian Corporation,16.85,$107.71M,2017,n/a,n/a,https://www.nasdaq.com/symbol/mrbk
MMSI,"Merit Medical Systems, Inc.",57.94,$3.17B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",4.43,$59.11M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
MRSN,"Mersana Therapeutics, Inc.",5.84,$135.22M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn
MRUS,Merus N.V.,13.83,$313.01M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus
MESA,"Mesa Air Group, Inc.",14.33,$341.73M,2018,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/mesa
MLAB,"Mesa Laboratories, Inc.",198.5,$764.79M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab
MESO,Mesoblast Limited,5.48,$525.14M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso
CASH,"Meta Financial Group, Inc.",25.11,$983.49M,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash
MEOH,Methanex Corporation,63.29,$4.97B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh
MGEE,MGE Energy Inc.,62.8,$2.18B,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",68.24,$1.15B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
MBOT,Microbot Medical Inc. ,4.49,"$872,465.37 ",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mbot
MCHP,Microchip Technology Incorporated,69.66,$16.48B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",37.44,$42.47B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
MSFT,Microsoft Corporation,106.87,$820.36B,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,126.59,$1.45B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",0.97,$90.28M,1996,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis
MICT,"MICT, Inc.",0.7301,$6.82M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mict
MPB,Mid Penn Bancorp,26.44,$223.44M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mpb
MTP,Midatech Pharma PLC,0.3662,$11.2M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp
MCEP,"Mid-Con Energy Partners, LP",1.15,$35M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep
MBCN,Middlefield Banc Corp.,45.9,$148.44M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn
MSEX,Middlesex Water Company,49.63,$813.85M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
MSBI,"Midland States Bancorp, Inc.",26.42,$625.5M,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi
MSVB,"Mid-Southern Bancorp, Inc.",12.05,$43.03M,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msvb
MOFG,"MidWestOne Financial Group, Inc.",30.86,$377.14M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mofg
MIME,Mimecast Limited,34.1,$2.05B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime
MNDO,MIND C.T.I. Ltd.,2.23,$43.06M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo
MB,"MINDBODY, Inc.",26.18,$1.25B,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/mb
NERV,"Minerva Neurosciences, Inc",8.44,$328.08M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nerv
MGEN,"Miragen Therapeutics, Inc.",3.62,$111.64M,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen
MRTX,"Mirati Therapeutics, Inc.",38.41,$1.25B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx
MSON,"MISONIX, Inc.",15.79,$150.53M,1992,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson
MIND,"Mitcham Industries, Inc.",4,$48.48M,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind
